no-heart-attack,heart-attack,Salary-Churn,Salary-Not-Churn,Mex-Inflation,high_school,bachelors_degree,home-expected-goals,away-expected-goals,Control-earning,Test-earning,Control-Click,Test-Click,Developing,Developed,,
,,,190035.83,,,,,,,,,,,,,
,,,148948.52,,,,,,,,,,,,,
,,,184691.77,,,,,,,,,,,,,
,,,143458.31,,,,,,,,,,,,,
,,,27166.75,,,,,,,,,,,,,
,,,95421,,,,,,,,,,,,,
,,,187985.85,,,,,,,,,,,,,
,,,92621.9,,,,,,,,,,,,,
,,,150836.98,,,,,,,,,,,,,
,,,90177.3,,,,,,,,,,,,,
,,,34416.79,,,,,,,,,,,,,
,,,85231.88,,,,,,,,,,,,,
,,,118983.18,,,,,,,,,,,,,
,,,111868.23,,,,,,,,,,,,,
,,,83056.22,,,,,,,,,,,,,
,,,1676.92,,,,,,,,,,,,,
,,,32089.57,,,,,,,,,,,,,
,,,13455.43,,,,,,,,,,,,,
,,,24865.54,,,,,,,,,,,,,
,,,117644.36,,,,,,,,,,,,,
,,,98897.32,,,,,,,,,,,,,
,,,46386.37,,,,,,,,,,,,,
,,,185054.14,,,,,,,,,,,,,
,,,47997.39,,,,,,,,,,,,,
,,,40861.55,,,,,,,,,,,,,
,,,101455.07,,,,,,,,,,,,,
,,,2048.55,,,,,,,,,,,,,
,,,84421.34,,,,,,,,,,,,,
,,,78698.09,,,,,,,,,,,,,
,,,168544.85,,,,,,,,,,,,,
,,,39351.64,,,,,,,,,,,,,
,,,22375.14,,,,,,,,,,,,,
,,,134942.45,,,,,,,,,,,,,
,,,134901.57,,,,,,,,,,,,,
,,,8693.8,,,,,,,,,,,,,
,,,42437.75,,,,,,,,,,,,,
,,,36242.19,,,,,,,,,,,,,
,,,90076.85,,,,,,,,,,,,,
,,,150507.43,,,,,,,,,,,,,
,,,87422.15,,,,,,,,,,,,,
,,,192867.4,,,,,,,,,,,,,
,,,175674.01,,,,,,,,,,,,,
,,,145250.43,,,,,,,,,,,,,
,,,180712.52,,,,,,,,,,,,,
,,,180622.43,,,,,,,,,,,,,
,,,86306.75,,,,,,,,,,,,,
,,,101617.43,,,,,,,,,,,,,
,,,85424.34,,,,,,,,,,,,,
,,,70196.57,,,,,,,,,,,,,
,,,124389.61,,,,,,,,,,,,,
,,,3183.15,,,,,,,,,,,,,
,,,146723.72,,,,,,,,,,,,,
,,,2139.25,,,,,,,,,,,,,
,,,62375.1,,,,,,,,,,,,,
,,,182547.04,,,,,,,,,,,,,
,,,14725.36,,,,,,,,,,,,,
,,,126996.67,,,,,,,,,,,,,
,,,169920.92,,,,,,,,,,,,,
,,,40421.87,,,,,,,,,,,,,
,,,155643.04,,,,,,,,,,,,,
,,,78670.52,,,,,,,,,,,,,
,,,95957.09,,,,,,,,,,,,,
,,,59595.66,,,,,,,,,,,,,
,,,46266.63,,,,,,,,,,,,,
,,,189085.07,,,,,,,,,,,,,
,,,123954.15,,,,,,,,,,,,,
,,,129803.08,,,,,,,,,,,,,
,,,43540.59,,,,,,,,,,,,,
,,,62193.92,,,,,,,,,,,,,
,,,129130.09,,,,,,,,,,,,,
,,,16146,,,,,,,,,,,,,
,,,22442.13,,,,,,,,,,,,,
,,,78194.37,,,,,,,,,,,,,
,,,124297.32,,,,,,,,,,,,,
,,,104648.58,,,,,,,,,,,,,
,,,157137.23,,,,,,,,,,,,,
,,,34134.14,,,,,,,,,,,,,
,,,16491.64,,,,,,,,,,,,,
,,,132979.43,,,,,,,,,,,,,
,,,196645.87,,,,,,,,,,,,,
,,,127506.76,,,,,,,,,,,,,
,,,147930.46,,,,,,,,,,,,,
,,,166799.93,,,,,,,,,,,,,
,,,113291.75,,,,,,,,,,,,,
,,,141364.27,,,,,,,,,,,,,
,,,101141.28,,,,,,,,,,,,,
,,,183490.99,,,,,,,,,,,,,
,,,4798.12,,,,,,,,,,,,,
,,,131807.14,,,,,,,,,,,,,
,,,97192.76,,,,,,,,,,,,,
,,,164128.58,,,,,,,,,,,,,
,,,176809.87,,,,,,,,,,,,,
,,,110059.38,,,,,,,,,,,,,
,,,108398.63,,,,,,,,,,,,,
,,,47117.03,,,,,,,,,,,,,
,,,53328.7,,,,,,,,,,,,,
,,,82634.41,,,,,,,,,,,,,
,,,147059.16,,,,,,,,,,,,,
,,,141946.92,,,,,,,,,,,,,
,,,123583.85,,,,,,,,,,,,,
,,,29076.27,,,,,,,,,,,,,
,,,97382.8,,,,,,,,,,,,,
,,,57643.55,,,,,,,,,,,,,
,,,72350.47,,,,,,,,,,,,,
,,,65520.74,,,,,,,,,,,,,
,,,31825.84,,,,,,,,,,,,,
,,,185561.89,,,,,,,,,,,,,
,,,154337.47,,,,,,,,,,,,,
,,,138145.62,,,,,,,,,,,,,
,,,71323.23,,,,,,,,,,,,,
,,,38882.34,,,,,,,,,,,,,
,,,676.06,,,,,,,,,,,,,
,,,72203.8,,,,,,,,,,,,,
,,,174094.24,,,,,,,,,,,,,
,,,2150.22,,,,,,,,,,,,,
,,,177783.04,,,,,,,,,,,,,
,,,44363.42,,,,,,,,,,,,,
,,,96847.91,,,,,,,,,,,,,
,,,38308.34,,,,,,,,,,,,,
,,,142538.31,,,,,,,,,,,,,
,,,153122.58,,,,,,,,,,,,,
,,,169505.83,,,,,,,,,,,,,
,,,57929.9,,,,,,,,,,,,,
,,,175399.14,,,,,,,,,,,,,
,,,107964.36,,,,,,,,,,,,,
,,,94263.44,,,,,,,,,,,,,
,,,179631.85,,,,,,,,,,,,,
,,,23881.62,,,,,,,,,,,,,
,,,105837.38,,,,,,,,,,,,,
,,,101418.05,,,,,,,,,,,,,
,,,182266.01,,,,,,,,,,,,,
,,,28698.17,,,,,,,,,,,,,
,,,151336.96,,,,,,,,,,,,,
,,,36371.27,,,,,,,,,,,,,
,,,52166.25,,,,,,,,,,,,,
,,,147261.58,,,,,,,,,,,,,
,,,88724.49,,,,,,,,,,,,,
,,,190531.77,,,,,,,,,,,,,
,,,199953.33,,,,,,,,,,,,,
,,,144290.97,,,,,,,,,,,,,
,,,130514.78,,,,,,,,,,,,,
,,,53954.24,,,,,,,,,,,,,
,,,169802.73,,,,,,,,,,,,,
,,,146851.73,,,,,,,,,,,,,
,,,96832.82,,,,,,,,,,,,,
,,,57553.02,,,,,,,,,,,,,
,,,74800.99,,,,,,,,,,,,,
,,,192542.17,,,,,,,,,,,,,
,,,72990.62,,,,,,,,,,,,,
,,,31050.02,,,,,,,,,,,,,
,,,27435.41,,,,,,,,,,,,,
,,,150266.81,,,,,,,,,,,,,
,,,40299.23,,,,,,,,,,,,,
,,,149369.41,,,,,,,,,,,,,
,,,120250.58,,,,,,,,,,,,,
,,,156424.4,,,,,,,,,,,,,
,,,184936.77,,,,,,,,,,,,,
,,,36560.51,,,,,,,,,,,,,
,,,165693.06,,,,,,,,,,,,,
,,,163666.85,,,,,,,,,,,,,
,,,35644.79,,,,,,,,,,,,,
,,,188203.58,,,,,,,,,,,,,
,,,6120.84,,,,,,,,,,,,,
,,,164484.78,,,,,,,,,,,,,
,,,164268.28,,,,,,,,,,,,,
,,,121084.27,,,,,,,,,,,,,
,,,35156.54,,,,,,,,,,,,,
,,,103159.11,,,,,,,,,,,,,
,,,74858.3,,,,,,,,,,,,,
,,,199203.21,,,,,,,,,,,,,
,,,188637.05,,,,,,,,,,,,,
,,,61581.2,,,,,,,,,,,,,
,,,197529.23,,,,,,,,,,,,,
,,,182258.17,,,,,,,,,,,,,
,,,80778.5,,,,,,,,,,,,,
,,,155394.52,,,,,,,,,,,,,
,,,3408.7,,,,,,,,,,,,,
,,,65396.79,,,,,,,,,,,,,
,,,139712.81,,,,,,,,,,,,,
,,,60972.84,,,,,,,,,,,,,
,,,1375.46,,,,,,,,,,,,,
,,,22191.82,,,,,,,,,,,,,
,,,90494.72,,,,,,,,,,,,,
,,,15470.91,,,,,,,,,,,,,
,,,65147.27,,,,,,,,,,,,,
,,,157886.6,,,,,,,,,,,,,
,,,85439.73,,,,,,,,,,,,,
,,,54038.62,,,,,,,,,,,,,
,,,25684.85,,,,,,,,,,,,,
,,,186116.54,,,,,,,,,,,,,
,,,166830.71,,,,,,,,,,,,,
,,,27886.06,,,,,,,,,,,,,
,,,5768.32,,,,,,,,,,,,,
,,,68987.55,,,,,,,,,,,,,
,,,27097.82,,,,,,,,,,,,,
,,,199320.77,,,,,,,,,,,,,
,,,5566.6,,,,,,,,,,,,,
,,,133871.83,,,,,,,,,,,,,
,,,152843.53,,,,,,,,,,,,,
,,,41800.18,,,,,,,,,,,,,
,,,92053.75,,,,,,,,,,,,,
,,,100717.54,,,,,,,,,,,,,
,,,42935.15,,,,,,,,,,,,,
,,,149170.92,,,,,,,,,,,,,
,,,107499.39,,,,,,,,,,,,,
,,,153342.38,,,,,,,,,,,,,
,,,47952.45,,,,,,,,,,,,,
,,,131007.18,,,,,,,,,,,,,
,,,33143.04,,,,,,,,,,,,,
,,,123304.62,,,,,,,,,,,,,
,,,37136.15,,,,,,,,,,,,,
,,,199293.01,,,,,,,,,,,,,
,,,161388.22,,,,,,,,,,,,,
,,,70532.53,,,,,,,,,,,,,
,,,144290.25,,,,,,,,,,,,,
,,,96069.82,,,,,,,,,,,,,
,,,185662.84,,,,,,,,,,,,,
,,,17913.25,,,,,,,,,,,,,
,,,28276.83,,,,,,,,,,,,,
,,,84049.16,,,,,,,,,,,,,
,,,147822.44,,,,,,,,,,,,,
,,,87067.73,,,,,,,,,,,,,
,,,23237.25,,,,,,,,,,,,,
,,,27239.28,,,,,,,,,,,,,
,,,114669.79,,,,,,,,,,,,,
,,,116748.14,,,,,,,,,,,,,
,,,90877.76,,,,,,,,,,,,,
,,,133692.88,,,,,,,,,,,,,
,,,30662.91,,,,,,,,,,,,,
,,,191395.88,,,,,,,,,,,,,
,,,106648.58,,,,,,,,,,,,,
,,,50899.91,,,,,,,,,,,,,
,,,64139.1,,,,,,,,,,,,,
,,,22030.72,,,,,,,,,,,,,
,,,38434.73,,,,,,,,,,,,,
,,,158973.77,,,,,,,,,,,,,
,,,101515.76,,,,,,,,,,,,,
,,,9561.73,,,,,,,,,,,,,
,,,168313.17,,,,,,,,,,,,,
,,,55100.09,,,,,,,,,,,,,
,,,31830.06,,,,,,,,,,,,,
,,,71519.4,,,,,,,,,,,,,
,,,32599.35,,,,,,,,,,,,,
,,,110468.51,,,,,,,,,,,,,
,,,74042,,,,,,,,,,,,,
,,,151871.84,,,,,,,,,,,,,
,,,93835.64,,,,,,,,,,,,,
,,,123723.83,,,,,,,,,,,,,
,,,199464.08,,,,,,,,,,,,,
,,,83084.33,,,,,,,,,,,,,
,,,9596.4,,,,,,,,,,,,,
,,,70370.24,,,,,,,,,,,,,
,,,86330.32,,,,,,,,,,,,,
,,,111605.9,,,,,,,,,,,,,
,,,143317.42,,,,,,,,,,,,,
,,,27619.06,,,,,,,,,,,,,
,,,69055.45,,,,,,,,,,,,,
,,,54453.72,,,,,,,,,,,,,
,,,33524.6,,,,,,,,,,,,,
,,,135083.73,,,,,,,,,,,,,
,,,137439.34,,,,,,,,,,,,,
,,,11205.5,,,,,,,,,,,,,
,,,60176.1,,,,,,,,,,,,,
,,,29552.7,,,,,,,,,,,,,
,,,188795.85,,,,,,,,,,,,,
,,,11638.17,,,,,,,,,,,,,
,,,93155.75,,,,,,,,,,,,,
,,,48986.18,,,,,,,,,,,,,
,,,116951.1,,,,,,,,,,,,,
,,,137041.26,,,,,,,,,,,,,
,,,44653.5,,,,,,,,,,,,,
,,,110593.62,,,,,,,,,,,,,
,,,36099.7,,,,,,,,,,,,,
,,,12470.3,,,,,,,,,,,,,
,,,95403.41,,,,,,,,,,,,,
,,,151757.81,,,,,,,,,,,,,
,,,47536.46,,,,,,,,,,,,,
,,,101274.17,,,,,,,,,,,,,
,,,140268.45,,,,,,,,,,,,,
,,,11663.09,,,,,,,,,,,,,
,,,150784.29,,,,,,,,,,,,,
,,,119400.08,,,,,,,,,,,,,
,,,126188.42,,,,,,,,,,,,,
,,,29761.29,,,,,,,,,,,,,
,,,27073.81,,,,,,,,,,,,,
,,,45422.89,,,,,,,,,,,,,
,,,38967.29,,,,,,,,,,,,,
,,,116466.19,,,,,,,,,,,,,
,,,17993.43,,,,,,,,,,,,,
,,,43250.54,,,,,,,,,,,,,
,,,125240.8,,,,,,,,,,,,,
,,,191415.94,,,,,,,,,,,,,
,,,90860.97,,,,,,,,,,,,,
,,,141872.52,,,,,,,,,,,,,
,,,81175.25,,,,,,,,,,,,,
,,,99106.97,,,,,,,,,,,,,
,,,79134.78,,,,,,,,,,,,,
,,,67769.94,,,,,,,,,,,,,
,,,126592.01,,,,,,,,,,,,,
,,,89602.81,,,,,,,,,,,,,
,,,179421.84,,,,,,,,,,,,,
,,,156906.15,,,,,,,,,,,,,
,,,168486.02,,,,,,,,,,,,,
,,,39057.67,,,,,,,,,,,,,
,,,174606.35,,,,,,,,,,,,,
,,,79259.77,,,,,,,,,,,,,
,,,168515.61,,,,,,,,,,,,,
,,,77878.62,,,,,,,,,,,,,
,,,80823.02,,,,,,,,,,,,,
,,,119348.28,,,,,,,,,,,,,
,,,178331.36,,,,,,,,,,,,,
,,,82662.73,,,,,,,,,,,,,
,,,40441.1,,,,,,,,,,,,,
,,,109881.71,,,,,,,,,,,,,
,,,157937.35,,,,,,,,,,,,,
,,,65222.48,,,,,,,,,,,,,
,,,2181.94,,,,,,,,,,,,,
,,,156249.06,,,,,,,,,,,,,
,,,45591.23,,,,,,,,,,,,,
,,,79458.12,,,,,,,,,,,,,
,,,70209.83,,,,,,,,,,,,,
,,,176743.51,,,,,,,,,,,,,
,,,151425.82,,,,,,,,,,,,,
,,,3894.34,,,,,,,,,,,,,
,,,28861.69,,,,,,,,,,,,,
,,,177703.15,,,,,,,,,,,,,
,,,175894.24,,,,,,,,,,,,,
,,,76257.46,,,,,,,,,,,,,
,,,193668.49,,,,,,,,,,,,,
,,,125671.29,,,,,,,,,,,,,
,,,100862.36,,,,,,,,,,,,,
,,,10804.04,,,,,,,,,,,,,
,,,170893.85,,,,,,,,,,,,,
,,,22698.56,,,,,,,,,,,,,
,,,89822.48,,,,,,,,,,,,,
,,,175262.49,,,,,,,,,,,,,
,,,15705.27,,,,,,,,,,,,,
,,,170025.43,,,,,,,,,,,,,
,,,17242.79,,,,,,,,,,,,,
,,,79734.23,,,,,,,,,,,,,
,,,92712.97,,,,,,,,,,,,,
,,,99689.48,,,,,,,,,,,,,
,,,175893.53,,,,,,,,,,,,,
,,,140298.24,,,,,,,,,,,,,
,,,113408.11,,,,,,,,,,,,,
,,,96420.58,,,,,,,,,,,,,
,,,125806.3,,,,,,,,,,,,,
,,,65720.92,,,,,,,,,,,,,
,,,31002.03,,,,,,,,,,,,,
,,,94677.83,,,,,,,,,,,,,
,,,17257.72,,,,,,,,,,,,,
,,,101397.86,,,,,,,,,,,,,
,,,84870.23,,,,,,,,,,,,,
,,,183515.13,,,,,,,,,,,,,
,,,75969.19,,,,,,,,,,,,,
,,,146379.3,,,,,,,,,,,,,
,,,127154.8,,,,,,,,,,,,,
,,,197885.72,,,,,,,,,,,,,
,,,138017.68,,,,,,,,,,,,,
,,,55859.27,,,,,,,,,,,,,
,,,4459.5,,,,,,,,,,,,,
,,,102135.92,,,,,,,,,,,,,
,,,112771.95,,,,,,,,,,,,,
,,,32903.93,,,,,,,,,,,,,
,,,162260.93,,,,,,,,,,,,,
,,,87959.83,,,,,,,,,,,,,
,,,25438.87,,,,,,,,,,,,,
,,,197305.91,,,,,,,,,,,,,
,,,44435.76,,,,,,,,,,,,,
,,,181051.99,,,,,,,,,,,,,
,,,159069.37,,,,,,,,,,,,,
,,,155485.24,,,,,,,,,,,,,
,,,43852.05,,,,,,,,,,,,,
,,,140071.57,,,,,,,,,,,,,
,,,49089.36,,,,,,,,,,,,,
,,,55893.37,,,,,,,,,,,,,
,,,192660.55,,,,,,,,,,,,,
,,,137028.51,,,,,,,,,,,,,
,,,34430.16,,,,,,,,,,,,,
,,,145325.32,,,,,,,,,,,,,
,,,81425.61,,,,,,,,,,,,,
,,,51553.43,,,,,,,,,,,,,
,,,52795.15,,,,,,,,,,,,,
,,,84270.09,,,,,,,,,,,,,
,,,145011.62,,,,,,,,,,,,,
,,,36446.74,,,,,,,,,,,,,
,,,137136.29,,,,,,,,,,,,,
,,,117323.31,,,,,,,,,,,,,
,,,74157.71,,,,,,,,,,,,,
,,,104253.56,,,,,,,,,,,,,
,,,2748.72,,,,,,,,,,,,,
,,,195937.16,,,,,,,,,,,,,
,,,22101.86,,,,,,,,,,,,,
,,,126535.92,,,,,,,,,,,,,
,,,66331.01,,,,,,,,,,,,,
,,,20081.3,,,,,,,,,,,,,
,,,130795.52,,,,,,,,,,,,,
,,,160129.99,,,,,,,,,,,,,
,,,189969.91,,,,,,,,,,,,,
,,,196062.01,,,,,,,,,,,,,
,,,125710.53,,,,,,,,,,,,,
,,,170679.74,,,,,,,,,,,,,
,,,181258.76,,,,,,,,,,,,,
,,,115950.96,,,,,,,,,,,,,
,,,15876.52,,,,,,,,,,,,,
,,,173792.77,,,,,,,,,,,,,
,,,80992.8,,,,,,,,,,,,,
,,,56787.8,,,,,,,,,,,,,
,,,148309.98,,,,,,,,,,,,,
,,,138470.21,,,,,,,,,,,,,
,,,33693.78,,,,,,,,,,,,,
,,,48545.1,,,,,,,,,,,,,
,,,123427.98,,,,,,,,,,,,,
,,,174183.44,,,,,,,,,,,,,
,,,17938,,,,,,,,,,,,,
,,,90059.04,,,,,,,,,,,,,
,,,137694.23,,,,,,,,,,,,,
,,,65039.9,,,,,,,,,,,,,
,,,162858.29,,,,,,,,,,,,,
,,,35701.06,,,,,,,,,,,,,
,,,18826.06,,,,,,,,,,,,,
,,,143360.56,,,,,,,,,,,,,
,,,159920.92,,,,,,,,,,,,,
,,,12099.67,,,,,,,,,,,,,
,,,53087.98,,,,,,,,,,,,,
,,,142839.82,,,,,,,,,,,,,
,,,178.19,,,,,,,,,,,,,
,,,105618.14,,,,,,,,,,,,,
,,,24734.25,,,,,,,,,,,,,
,,,82245.67,,,,,,,,,,,,,
,,,177695.67,,,,,,,,,,,,,
,,,55207.41,,,,,,,,,,,,,
,,,51587.04,,,,,,,,,,,,,
,,,115403.31,,,,,,,,,,,,,
,,,44374.44,,,,,,,,,,,,,
,,,84033.35,,,,,,,,,,,,,
,,,82276.62,,,,,,,,,,,,,
,,,177528.92,,,,,,,,,,,,,
,,,47972.65,,,,,,,,,,,,,
,,,104982.39,,,,,,,,,,,,,
,,,133535.29,,,,,,,,,,,,,
,,,25571.37,,,,,,,,,,,,,
,,,96075.55,,,,,,,,,,,,,
,,,81634.45,,,,,,,,,,,,,
,,,165008.97,,,,,,,,,,,,,
,,,138191.81,,,,,,,,,,,,,
,,,99136.49,,,,,,,,,,,,,
,,,160532.88,,,,,,,,,,,,,
,,,162683.06,,,,,,,,,,,,,
,,,134878.19,,,,,,,,,,,,,
,,,134626.3,,,,,,,,,,,,,
,,,175480.93,,,,,,,,,,,,,
,,,174337.68,,,,,,,,,,,,,
,,,172524.51,,,,,,,,,,,,,
,,,25395.83,,,,,,,,,,,,,
,,,184856.89,,,,,,,,,,,,,
,,,182624.93,,,,,,,,,,,,,
,,,192505.62,,,,,,,,,,,,,
,,,112507.63,,,,,,,,,,,,,
,,,177295.92,,,,,,,,,,,,,
,,,12465.51,,,,,,,,,,,,,
,,,36122.96,,,,,,,,,,,,,
,,,37836.64,,,,,,,,,,,,,
,,,34747.43,,,,,,,,,,,,,
,,,131097.9,,,,,,,,,,,,,
,,,105280.55,,,,,,,,,,,,,
,,,149653.81,,,,,,,,,,,,,
,,,139390.99,,,,,,,,,,,,,
,,,132436.71,,,,,,,,,,,,,
,,,15796.66,,,,,,,,,,,,,
,,,142754.71,,,,,,,,,,,,,
,,,2578.43,,,,,,,,,,,,,
,,,88992.05,,,,,,,,,,,,,
,,,39122.58,,,,,,,,,,,,,
,,,191092.62,,,,,,,,,,,,,
,,,129149.06,,,,,,,,,,,,,
,,,13218.6,,,,,,,,,,,,,
,,,160589.18,,,,,,,,,,,,,
,,,179657.83,,,,,,,,,,,,,
,,,29217.37,,,,,,,,,,,,,
,,,43651.49,,,,,,,,,,,,,
,,,159654,,,,,,,,,,,,,
,,,17992.94,,,,,,,,,,,,,
,,,93825.78,,,,,,,,,,,,,
,,,37065.66,,,,,,,,,,,,,
,,,38614.69,,,,,,,,,,,,,
,,,87816.86,,,,,,,,,,,,,
,,,184866.86,,,,,,,,,,,,,
,,,160176.47,,,,,,,,,,,,,
,,,164357.1,,,,,,,,,,,,,
,,,17818.33,,,,,,,,,,,,,
,,,85081.09,,,,,,,,,,,,,
,,,176450.19,,,,,,,,,,,,,
,,,121967.88,,,,,,,,,,,,,
,,,127187.04,,,,,,,,,,,,,
,,,108313.34,,,,,,,,,,,,,
,,,57205.55,,,,,,,,,,,,,
,,,157891.86,,,,,,,,,,,,,
,,,86927.53,,,,,,,,,,,,,
,,,107753.07,,,,,,,,,,,,,
,,,82158.14,,,,,,,,,,,,,
,,,17095.49,,,,,,,,,,,,,
,,,100447.53,,,,,,,,,,,,,
,,,121846.81,,,,,,,,,,,,,
,,,129107.59,,,,,,,,,,,,,
,,,54726.43,,,,,,,,,,,,,
,,,116141.72,,,,,,,,,,,,,
,,,134281.11,,,,,,,,,,,,,
,,,91044.47,,,,,,,,,,,,,
,,,74320.75,,,,,,,,,,,,,
,,,9704.66,,,,,,,,,,,,,
,,,128600.49,,,,,,,,,,,,,
,,,6468.24,,,,,,,,,,,,,
,,,57898.58,,,,,,,,,,,,,
,,,192120.66,,,,,,,,,,,,,
,,,117547.76,,,,,,,,,,,,,
,,,26149.25,,,,,,,,,,,,,
,,,9181.66,,,,,,,,,,,,,
,,,166588.76,,,,,,,,,,,,,
,,,85787.31,,,,,,,,,,,,,
,,,102428.51,,,,,,,,,,,,,
,,,71175.94,,,,,,,,,,,,,
,,,166440.32,,,,,,,,,,,,,
,,,140286.69,,,,,,,,,,,,,
,,,104220.5,,,,,,,,,,,,,
,,,65868.28,,,,,,,,,,,,,
,,,171482.56,,,,,,,,,,,,,
,,,143204.41,,,,,,,,,,,,,
,,,28427.84,,,,,,,,,,,,,
,,,78387.32,,,,,,,,,,,,,
,,,161076.92,,,,,,,,,,,,,
,,,137180.95,,,,,,,,,,,,,
,,,152210.81,,,,,,,,,,,,,
,,,88890.75,,,,,,,,,,,,,
,,,190534.76,,,,,,,,,,,,,
,,,83090.35,,,,,,,,,,,,,
,,,141426.78,,,,,,,,,,,,,
,,,51358.66,,,,,,,,,,,,,
,,,116696.77,,,,,,,,,,,,,
,,,7156.09,,,,,,,,,,,,,
,,,138835.91,,,,,,,,,,,,,
,,,36154.66,,,,,,,,,,,,,
,,,59755.14,,,,,,,,,,,,,
,,,125302.64,,,,,,,,,,,,,
,,,102260.16,,,,,,,,,,,,,
,,,136028.97,,,,,,,,,,,,,
,,,193597.94,,,,,,,,,,,,,
,,,1871.25,,,,,,,,,,,,,
,,,42831.11,,,,,,,,,,,,,
,,,182156.86,,,,,,,,,,,,,
,,,146738.83,,,,,,,,,,,,,
,,,12148.2,,,,,,,,,,,,,
,,,118029.09,,,,,,,,,,,,,
,,,50783.88,,,,,,,,,,,,,
,,,129891.66,,,,,,,,,,,,,
,,,9904.63,,,,,,,,,,,,,
,,,63213.31,,,,,,,,,,,,,
,,,137565.87,,,,,,,,,,,,,
,,,143783.46,,,,,,,,,,,,,
,,,36823.28,,,,,,,,,,,,,
,,,31892.82,,,,,,,,,,,,,
,,,179718.17,,,,,,,,,,,,,
,,,159823.16,,,,,,,,,,,,,
,,,114110.97,,,,,,,,,,,,,
,,,60993.23,,,,,,,,,,,,,
,,,136398.9,,,,,,,,,,,,,
,,,140709.25,,,,,,,,,,,,,
,,,8555.73,,,,,,,,,,,,,
,,,115022.94,,,,,,,,,,,,,
,,,187638.34,,,,,,,,,,,,,
,,,3829.13,,,,,,,,,,,,,
,,,119357.93,,,,,,,,,,,,,
,,,192175.52,,,,,,,,,,,,,
,,,128841.31,,,,,,,,,,,,,
,,,150422.35,,,,,,,,,,,,,
,,,188187.05,,,,,,,,,,,,,
,,,1775.52,,,,,,,,,,,,,
,,,85086.78,,,,,,,,,,,,,
,,,3797.79,,,,,,,,,,,,,
,,,150856.38,,,,,,,,,,,,,
,,,90537.47,,,,,,,,,,,,,
,,,166370.81,,,,,,,,,,,,,
,,,195681.43,,,,,,,,,,,,,
,,,53277.15,,,,,,,,,,,,,
,,,11819.84,,,,,,,,,,,,,
,,,82900.25,,,,,,,,,,,,,
,,,82709.8,,,,,,,,,,,,,
,,,180593.45,,,,,,,,,,,,,
,,,172363.41,,,,,,,,,,,,,
,,,91195.12,,,,,,,,,,,,,
,,,44265.28,,,,,,,,,,,,,
,,,116613.26,,,,,,,,,,,,,
,,,148527.56,,,,,,,,,,,,,
,,,84239.46,,,,,,,,,,,,,
,,,62002.04,,,,,,,,,,,,,
,,,156346.84,,,,,,,,,,,,,
,,,157711.18,,,,,,,,,,,,,
,,,89087.4,,,,,,,,,,,,,
,,,8742.36,,,,,,,,,,,,,
,,,117038.96,,,,,,,,,,,,,
,,,164241.67,,,,,,,,,,,,,
,,,106.67,,,,,,,,,,,,,
,,,1539.21,,,,,,,,,,,,,
,,,59659.53,,,,,,,,,,,,,
,,,126033.9,,,,,,,,,,,,,
,,,147007.33,,,,,,,,,,,,,
,,,196261.64,,,,,,,,,,,,,
,,,18917.95,,,,,,,,,,,,,
,,,4525.4,,,,,,,,,,,,,
,,,93112.2,,,,,,,,,,,,,
,,,9658.41,,,,,,,,,,,,,
,,,13177.4,,,,,,,,,,,,,
,,,117830.57,,,,,,,,,,,,,
,,,117396.25,,,,,,,,,,,,,
,,,36275.94,,,,,,,,,,,,,
,,,116706,,,,,,,,,,,,,
,,,122488.59,,,,,,,,,,,,,
,,,100365.51,,,,,,,,,,,,,
,,,124151.37,,,,,,,,,,,,,
,,,112664.24,,,,,,,,,,,,,
,,,183494.87,,,,,,,,,,,,,
,,,15336.4,,,,,,,,,,,,,
,,,99593.28,,,,,,,,,,,,,
,,,170514.21,,,,,,,,,,,,,
,,,164287.86,,,,,,,,,,,,,
,,,25292.53,,,,,,,,,,,,,
,,,81452.29,,,,,,,,,,,,,
,,,1354.25,,,,,,,,,,,,,
,,,154137.33,,,,,,,,,,,,,
,,,31613.35,,,,,,,,,,,,,
,,,27738.01,,,,,,,,,,,,,
,,,163570.25,,,,,,,,,,,,,
,,,193878.51,,,,,,,,,,,,,
,,,147545.65,,,,,,,,,,,,,
,,,195906.59,,,,,,,,,,,,,
,,,178458.86,,,,,,,,,,,,,
,,,156125.72,,,,,,,,,,,,,
,,,11159.19,,,,,,,,,,,,,
,,,45738.94,,,,,,,,,,,,,
,,,140650.19,,,,,,,,,,,,,
,,,4733.94,,,,,,,,,,,,,
,,,10579.72,,,,,,,,,,,,,
,,,179655.87,,,,,,,,,,,,,
,,,77502.56,,,,,,,,,,,,,
,,,145759.93,,,,,,,,,,,,,
,,,56246.72,,,,,,,,,,,,,
,,,151335.24,,,,,,,,,,,,,
,,,179833.45,,,,,,,,,,,,,
,,,191627.85,,,,,,,,,,,,,
,,,173016.46,,,,,,,,,,,,,
,,,58469.75,,,,,,,,,,,,,
,,,28038.28,,,,,,,,,,,,,
,,,151280.96,,,,,,,,,,,,,
,,,139953.94,,,,,,,,,,,,,
,,,105407.79,,,,,,,,,,,,,
,,,56865.62,,,,,,,,,,,,,
,,,198072.16,,,,,,,,,,,,,
,,,137791.18,,,,,,,,,,,,,
,,,103787.28,,,,,,,,,,,,,
,,,30912.89,,,,,,,,,,,,,
,,,78651.55,,,,,,,,,,,,,
,,,174118.93,,,,,,,,,,,,,
